PassengerId,Survived,Age_x_IsAlone,Deck_C,Deck_T,Deck_Unknown,Embarked_S,FamilySize,FarePerPerson,HasAge,LogAge,LogFare,Parch,Pclass,Pclass_x_Fare,Sex_male,SibSp,Title_Master,Title_Miss,Title_Mr,Title_Mrs
222,0,27.0,0,0,1,1,1,13.0,1,3.332204510175204,2.639057329615259,0,2,26.0,1,0,0,0,1,0
223,0,51.0,0,0,1,1,1,8.05,1,3.951243718581428,2.2027647577118348,0,3,24.15,1,0,0,0,1,0
224,0,28.0,0,0,1,1,1,7.8958,0,3.367295829986474,2.1855792552411137,0,3,23.6874,1,0,0,0,1,0
225,1,0.0,1,0,0,1,2,45.0,1,3.6635616461296463,4.51085950651685,0,1,90.0,1,1,0,0,1,0
226,0,22.0,0,0,1,1,1,9.35,1,3.1354942159291497,2.336986519711378,0,3,28.05,1,0,0,0,1,0
227,1,19.0,0,0,1,1,1,10.5,1,2.995732273553991,2.4423470353692043,0,2,21.0,1,0,0,0,1,0
228,0,20.5,0,0,1,1,1,7.25,1,3.068052935133617,2.110213200346589,0,3,21.75,1,0,0,0,1,0
229,0,18.0,0,0,1,1,1,13.0,1,2.9444389791664403,2.639057329615259,0,2,26.0,1,0,0,0,1,0
230,0,0.0,0,0,1,1,5,5.09334,0,3.367295829986474,3.275887339030031,1,3,76.4001,0,3,0,1,0,0
231,1,0.0,1,0,0,1,2,41.7375,1,3.58351893845611,4.436455632600354,0,1,83.475,0,1,0,0,0,1
232,0,29.0,0,0,1,1,1,7.775,1,3.4011973816621555,2.1719067693519296,0,3,23.325000000000003,1,0,0,0,1,0
233,0,54.5,0,0,1,1,1,13.5,1,4.0163830207523885,2.6741486494265287,0,2,27.0,1,0,0,0,1,0
234,1,0.0,0,0,1,1,7,4.483928571428572,1,1.791759469228055,3.4777725458882283,2,3,94.1625,0,4,0,1,0,0
235,0,24.0,0,0,1,1,1,10.5,1,3.218875824868201,2.4423470353692043,0,2,21.0,1,0,0,0,1,0
236,0,28.0,0,0,1,1,1,7.55,0,3.367295829986474,2.145931282948669,0,3,22.65,0,0,0,1,0,0
237,0,0.0,0,0,1,1,2,13.0,1,3.80666248977032,3.295836866004329,0,2,52.0,1,1,0,0,1,0
238,1,0.0,0,0,1,1,3,8.75,1,2.19722457733622,3.305053521109253,2,2,52.5,0,0,0,1,0,0
239,0,19.0,0,0,1,1,1,10.5,1,2.995732273553991,2.4423470353692043,0,2,21.0,1,0,0,0,1,0
240,0,33.0,0,0,1,1,1,12.275,1,3.5263605246161616,2.5858825671280026,0,2,24.55,1,0,0,0,1,0
241,0,0.0,0,0,1,0,2,7.2271,0,3.367295829986474,2.737880811060884,0,3,43.3626,0,1,0,1,0,0
242,1,0.0,0,0,1,0,2,7.75,0,3.367295829986474,2.803360380906535,0,3,46.5,0,1,0,1,0,0
243,0,29.0,0,0,1,1,1,10.5,1,3.4011973816621555,2.4423470353692043,0,2,21.0,1,0,0,0,1,0
244,0,22.0,0,0,1,1,1,7.125,1,3.1354942159291497,2.094945728215801,0,3,21.375,1,0,0,0,1,0
245,0,30.0,0,0,1,0,1,7.225,1,3.4339872044851463,2.107178296651436,0,3,21.675,1,0,0,0,1,0
246,0,0.0,1,0,0,0,3,30.0,1,3.80666248977032,4.51085950651685,0,1,90.0,1,2,0,0,0,0
247,0,25.0,0,0,1,1,1,7.775,1,3.258096538021482,2.1719067693519296,0,3,23.325000000000003,0,0,0,1,0,0
248,1,0.0,0,0,1,1,3,4.833333333333333,1,3.218875824868201,2.740840023925201,2,2,29.0,0,0,0,0,0,1
249,1,0.0,0,0,0,1,3,17.518066666666666,1,3.6375861597263857,3.980694225190728,1,1,52.5542,1,1,0,0,1,0
250,0,0.0,0,0,1,1,2,13.0,1,4.007333185232471,3.295836866004329,0,2,52.0,1,1,0,0,0,0
251,0,28.0,0,0,1,1,1,7.25,0,3.367295829986474,2.110213200346589,0,3,21.75,1,0,0,0,1,0
252,0,0.0,0,0,0,1,3,3.4875000000000003,1,3.4011973816621555,2.4390808375825834,1,3,31.387500000000003,0,1,0,0,0,1
253,0,54.5,1,0,0,1,1,26.55,1,4.0163830207523885,3.316002535598924,0,1,26.55,1,0,0,0,1,0
254,0,0.0,0,0,1,1,2,8.05,1,3.4339872044851463,2.8390784635086144,0,3,48.3,1,1,0,0,1,0
255,0,0.0,0,0,1,1,3,6.7375,1,3.737669618283368,3.0545906305603445,2,3,60.6375,0,0,0,0,0,1
256,1,0.0,0,0,1,0,3,5.081933333333333,1,3.4011973816621555,2.787834413830345,2,3,45.7374,0,0,0,0,0,1
257,1,28.0,0,0,1,0,1,79.2,0,3.367295829986474,4.384523514872469,0,1,79.2,0,0,0,0,0,1
258,1,30.0,0,0,0,1,1,86.5,1,3.4339872044851463,4.471638793363569,0,1,86.5,0,0,0,1,0,0
259,1,35.0,0,0,1,0,1,100.2688,1,3.58351893845611,4.61777836776278,0,1,100.2688,0,0,0,1,0,0
260,1,0.0,0,0,1,1,2,13.0,1,3.9318256327243257,3.295836866004329,1,2,52.0,0,0,0,0,0,1
261,0,28.0,0,0,1,0,1,7.75,0,3.367295829986474,2.169053700369523,0,3,23.25,1,0,0,0,1,0
262,1,0.0,0,0,1,1,7,4.483928571428572,1,1.3862943611198906,3.4777725458882283,2,3,94.1625,1,4,1,0,0,0
263,0,0.0,0,0,0,1,3,26.55,1,3.970291913552122,4.390118804571218,1,1,79.65,1,1,0,0,1,0
264,0,40.0,0,0,0,1,1,0.0,1,3.713572066704308,0.0,0,1,0.0,1,0,0,0,1,0
265,0,28.0,0,0,1,0,1,7.75,0,3.367295829986474,2.169053700369523,0,3,23.25,0,0,0,1,0,0
266,0,36.0,0,0,1,1,1,10.5,1,3.610917912644224,2.4423470353692043,0,2,21.0,1,0,0,0,1,0
267,0,0.0,0,0,1,1,6,6.614583333333333,1,2.833213344056216,3.705920919968788,1,3,119.0625,1,4,0,0,1,0
268,1,0.0,0,0,1,1,2,3.8875,1,3.258096538021482,2.1719067693519296,0,3,23.325000000000003,1,1,0,0,1,0
269,1,0.0,1,0,0,1,2,50.1344,1,4.0163830207523885,4.61777836776278,1,1,100.2688,0,0,0,0,0,1
270,1,35.0,1,0,0,1,1,100.2688,1,3.58351893845611,4.61777836776278,0,1,100.2688,0,0,0,1,0,0
271,0,28.0,0,0,1,1,1,31.0,0,3.367295829986474,3.4657359027997265,0,1,31.0,1,0,0,0,1,0
272,1,25.0,0,0,1,1,1,0.0,1,3.258096538021482,0.0,0,3,0.0,1,0,0,0,1,0
273,1,0.0,0,0,1,1,2,9.75,1,3.737669618283368,3.0204248861443626,1,2,39.0,0,0,0,0,0,1
274,0,0.0,1,0,0,0,2,14.85,1,3.6375861597263857,3.4242626545931514,1,1,29.7,1,0,0,0,1,0
275,1,28.0,0,0,1,0,1,7.75,0,3.367295829986474,2.169053700369523,0,3,23.25,0,0,0,1,0,0
276,1,0.0,0,0,0,1,2,38.97915,1,4.0163830207523885,4.368919865004903,0,1,77.9583,0,1,0,1,0,0
277,0,45.0,0,0,1,1,1,7.75,1,3.828641396489095,2.169053700369523,0,3,23.25,0,0,0,1,0,0
278,0,28.0,0,0,1,1,1,0.0,0,3.367295829986474,0.0,0,2,0.0,1,0,0,0,1,0
279,0,0.0,0,0,1,0,6,4.854166666666667,1,2.079441541679836,3.405355391810819,1,3,87.375,1,4,1,0,0,0
280,1,0.0,0,0,1,1,3,6.75,1,3.58351893845611,3.056356895370426,1,3,60.75,0,1,0,0,0,1
281,0,54.5,0,0,1,0,1,7.75,1,4.0163830207523885,2.169053700369523,0,3,23.25,1,0,0,0,1,0
282,0,28.0,0,0,1,1,1,7.8542,1,3.367295829986474,2.180891922715322,0,3,23.5626,1,0,0,0,1,0
283,0,16.0,0,0,1,1,1,9.5,1,2.833213344056216,2.3513752571634776,0,3,28.5,1,0,0,0,1,0
284,1,19.0,0,0,1,1,1,8.05,1,2.995732273553991,2.2027647577118348,0,3,24.15,1,0,0,0,1,0
285,0,28.0,0,0,0,1,1,26.0,0,3.367295829986474,3.295836866004329,0,1,26.0,1,0,0,0,1,0
286,0,33.0,0,0,1,0,1,8.6625,1,3.5263605246161616,2.2682524139135403,0,3,25.9875,1,0,0,0,1,0
287,1,30.0,0,0,1,1,1,9.5,1,3.4339872044851463,2.3513752571634776,0,3,28.5,1,0,0,0,1,0
288,0,22.0,0,0,1,1,1,7.8958,1,3.1354942159291497,2.1855792552411137,0,3,23.6874,1,0,0,0,1,0
289,1,42.0,0,0,1,1,1,13.0,1,3.7612001156935615,2.639057329615259,0,2,26.0,1,0,0,0,1,0
290,1,22.0,0,0,1,0,1,7.75,1,3.1354942159291497,2.169053700369523,0,3,23.25,0,0,0,1,0,0
291,1,26.0,0,0,1,1,1,78.85,1,3.295836866004329,4.380149874661021,0,1,78.85,0,0,0,1,0,0
292,1,0.0,0,0,0,0,2,45.5396,1,2.995732273553991,4.5226490762785785,0,1,91.0792,0,1,0,0,0,1
293,0,36.0,0,0,0,0,1,12.875,1,3.610917912644224,2.630088659632498,0,2,25.75,1,0,0,0,1,0
294,0,24.0,0,0,1,1,1,8.85,1,3.218875824868201,2.2874714551839976,0,3,26.55,0,0,0,1,0,0
295,0,24.0,0,0,1,1,1,7.8958,1,3.218875824868201,2.1855792552411137,0,3,23.6874,1,0,0,0,1,0
296,0,28.0,0,0,1,0,1,27.7208,0,3.367295829986474,3.357621598945279,0,1,27.7208,1,0,0,0,1,0
297,0,23.5,0,0,1,0,1,7.2292,1,3.198673117550681,2.1076888046179385,0,3,21.6876,1,0,0,0,1,0
298,0,0.0,1,0,0,1,4,25.0672,1,1.252762968495368,4.61777836776278,2,1,100.2688,0,1,0,1,0,0
299,1,28.0,1,0,0,1,1,30.5,0,3.367295829986474,3.449987545831587,0,1,30.5,1,0,0,0,1,0
300,1,0.0,0,0,0,0,2,50.1344,1,3.9318256327243257,4.61777836776278,1,1,100.2688,0,0,0,0,0,1
301,1,28.0,0,0,1,0,1,7.75,0,3.367295829986474,2.169053700369523,0,3,23.25,0,0,0,1,0,0
302,1,0.0,0,0,1,0,3,7.75,0,3.367295829986474,3.188416617383492,0,3,69.75,1,2,0,0,1,0
303,0,19.0,0,0,1,1,1,0.0,1,2.995732273553991,0.0,0,3,0.0,1,0,0,0,1,0
304,1,28.0,0,0,0,0,1,12.35,0,3.367295829986474,2.5915163848462583,0,2,24.7,0,0,0,1,0,0
305,0,28.0,0,0,1,1,1,8.05,0,3.367295829986474,2.2027647577118348,0,3,24.15,1,0,0,0,1,0
306,1,0.0,1,0,0,1,4,25.0672,1,1.252762968495368,4.61777836776278,2,1,100.2688,1,1,1,0,0,0
307,1,28.0,0,0,1,0,1,100.2688,0,3.367295829986474,4.61777836776278,0,1,100.2688,0,0,0,1,0,0
308,1,0.0,1,0,0,0,2,50.1344,1,2.8903717578961645,4.61777836776278,0,1,100.2688,0,1,0,0,0,1
309,0,0.0,0,0,1,0,2,12.0,1,3.4339872044851463,3.218875824868201,0,2,48.0,1,1,0,0,1,0
310,1,30.0,0,0,0,0,1,56.9292,1,3.4339872044851463,4.0592215752427645,0,1,56.9292,0,0,0,1,0,0
311,1,24.0,1,0,0,0,1,83.1583,1,3.218875824868201,4.432699549165613,0,1,83.1583,0,0,0,1,0,0
312,1,0.0,0,0,0,0,5,20.05376,1,2.9444389791664403,4.61777836776278,2,1,100.2688,0,2,0,1,0,0
313,0,0.0,0,0,1,1,3,8.666666666666666,1,3.295836866004329,3.295836866004329,1,2,52.0,0,1,0,0,0,1
314,0,28.0,0,0,1,1,1,7.8958,1,3.367295829986474,2.1855792552411137,0,3,23.6874,1,0,0,0,1,0
315,0,0.0,0,0,1,1,3,8.75,1,3.784189633918261,3.305053521109253,1,2,52.5,1,1,0,0,1,0
316,1,26.0,0,0,1,1,1,7.8542,1,3.295836866004329,2.180891922715322,0,3,23.5626,0,0,0,1,0,0
317,1,0.0,0,0,1,1,2,13.0,1,3.218875824868201,3.295836866004329,0,2,52.0,0,1,0,0,0,1
318,0,54.0,0,0,1,1,1,14.0,1,4.007333185232471,2.70805020110221,0,2,28.0,1,0,0,0,0,0
319,1,0.0,1,0,0,1,3,33.42293333333333,1,3.4657359027997265,4.61777836776278,2,1,100.2688,0,0,0,1,0,0
320,1,0.0,0,0,0,0,3,33.42293333333333,1,3.713572066704308,4.61777836776278,1,1,100.2688,0,1,0,0,0,1
321,0,22.0,0,0,1,1,1,7.25,1,3.1354942159291497,2.110213200346589,0,3,21.75,1,0,0,0,1,0
322,0,27.0,0,0,1,1,1,7.8958,1,3.332204510175204,2.1855792552411137,0,3,23.6874,1,0,0,0,1,0
323,1,30.0,0,0,1,0,1,12.35,1,3.4339872044851463,2.5915163848462583,0,2,24.7,0,0,0,1,0,0
324,1,0.0,0,0,1,1,3,9.666666666666666,1,3.1354942159291497,3.4011973816621555,1,2,58.0,0,1,0,0,0,1
325,0,0.0,0,0,1,1,11,6.322727272727272,0,3.367295829986474,4.256321678298823,2,3,208.65,1,8,0,0,1,0
326,1,36.0,1,0,0,0,1,100.2688,1,3.610917912644224,4.61777836776278,0,1,100.2688,0,0,0,1,0,0
327,0,54.5,0,0,1,1,1,6.2375,1,4.0163830207523885,1.9792758428991133,0,3,18.7125,1,0,0,0,1,0
328,1,36.0,0,0,0,1,1,13.0,1,3.610917912644224,2.639057329615259,0,2,26.0,0,0,0,0,0,1
329,1,0.0,0,0,1,1,3,6.841666666666666,1,3.4657359027997265,3.0692150503137943,1,3,61.575,0,1,0,0,0,1
330,1,0.0,0,0,0,0,2,28.9896,1,2.833213344056216,4.077184839375167,1,1,57.9792,0,0,0,1,0,0
331,1,0.0,0,0,1,0,3,7.75,0,3.367295829986474,3.188416617383492,0,3,69.75,0,2,0,1,0,0
332,0,45.5,1,0,0,1,1,28.5,1,3.839452312593311,3.3843902633457743,0,1,28.5,1,0,0,0,1,0
333,0,0.0,1,0,0,1,2,50.1344,1,3.6635616461296463,4.61777836776278,1,1,100.2688,1,0,0,0,1,0
334,0,0.0,0,0,1,1,3,6.0,1,2.833213344056216,2.9444389791664403,0,3,54.0,1,2,0,0,1,0
335,1,0.0,0,0,1,1,2,50.1344,0,3.367295829986474,4.61777836776278,0,1,100.2688,0,1,0,0,0,1
336,0,28.0,0,0,1,1,1,7.8958,0,3.367295829986474,2.1855792552411137,0,3,23.6874,1,0,0,0,1,0
337,0,0.0,1,0,0,1,2,33.3,1,3.4011973816621555,4.213607983048918,0,1,66.6,1,1,0,0,1,0
338,1,41.0,0,0,0,0,1,100.2688,1,3.737669618283368,4.61777836776278,0,1,100.2688,0,0,0,1,0,0
339,1,45.0,0,0,1,1,1,8.05,1,3.828641396489095,2.2027647577118348,0,3,24.15,1,0,0,0,1,0
340,0,45.0,0,1,0,1,1,35.5,1,3.828641396489095,3.597312260588446,0,1,35.5,1,0,0,0,1,0
341,1,0.0,0,0,0,1,3,8.666666666666666,1,1.252762968495368,3.295836866004329,1,2,52.0,1,1,1,0,0,0
342,1,0.0,1,0,0,1,6,16.711466666666666,1,3.218875824868201,4.61777836776278,2,1,100.2688,0,3,0,1,0,0
343,0,28.0,0,0,1,1,1,13.0,1,3.367295829986474,2.639057329615259,0,2,26.0,1,0,0,0,1,0
344,0,25.0,0,0,1,1,1,13.0,1,3.258096538021482,2.639057329615259,0,2,26.0,1,0,0,0,1,0
345,0,36.0,0,0,1,1,1,13.0,1,3.610917912644224,2.639057329615259,0,2,26.0,1,0,0,0,1,0
346,1,24.0,0,0,0,1,1,13.0,1,3.218875824868201,2.639057329615259,0,2,26.0,0,0,0,1,0,0
347,1,40.0,0,0,1,1,1,13.0,1,3.713572066704308,2.639057329615259,0,2,26.0,0,0,0,1,0,0
348,1,0.0,0,0,1,1,2,8.05,0,3.367295829986474,2.8390784635086144,0,3,48.3,0,1,0,0,0,1
349,1,0.0,0,0,1,1,3,5.3,1,1.3862943611198906,2.827313621929028,1,3,47.7,1,1,1,0,0,0
350,0,42.0,0,0,1,1,1,8.6625,1,3.7612001156935615,2.2682524139135403,0,3,25.9875,1,0,0,0,1,0
351,0,23.0,0,0,1,1,1,9.225,1,3.1780538303479458,2.324835701928865,0,3,27.675,1,0,0,0,1,0
352,0,28.0,1,0,0,1,1,35.0,0,3.367295829986474,3.58351893845611,0,1,35.0,1,0,0,0,1,0
353,0,0.0,0,0,1,0,3,2.409733333333333,1,2.772588722239781,2.1076888046179385,1,3,21.6876,1,1,0,0,1,0
354,0,0.0,0,0,1,1,2,8.9,1,3.258096538021482,2.9338568698359038,0,3,53.400000000000006,1,1,0,0,1,0
355,0,28.0,0,0,1,0,1,7.225,0,3.367295829986474,2.107178296651436,0,3,21.675,1,0,0,0,1,0
356,0,28.0,0,0,1,1,1,9.5,1,3.367295829986474,2.3513752571634776,0,3,28.5,1,0,0,0,1,0
357,1,0.0,0,0,0,1,2,27.5,1,3.1354942159291497,4.02535169073515,1,1,55.0,0,0,0,1,0,0
358,0,38.0,0,0,1,1,1,13.0,1,3.6635616461296463,2.639057329615259,0,2,26.0,0,0,0,1,0,0
359,1,28.0,0,0,1,0,1,7.8792,0,3.367295829986474,2.1837114628556327,0,3,23.6376,0,0,0,1,0,0
360,1,28.0,0,0,1,0,1,7.8792,0,3.367295829986474,2.1837114628556327,0,3,23.6376,0,0,0,1,0,0
361,0,0.0,0,0,1,1,6,4.65,1,3.713572066704308,3.3638415951183864,4,3,83.69999999999999,1,1,0,0,1,0
362,0,0.0,0,0,1,0,2,13.8604,1,3.4011973816621555,3.357621598945279,0,2,55.4416,1,1,0,0,1,0
363,0,0.0,0,0,1,0,2,7.2271,1,3.828641396489095,2.737880811060884,1,3,43.3626,0,0,0,0,0,1
364,0,35.0,0,0,1,1,1,7.05,1,3.58351893845611,2.085672091430472,0,3,21.15,1,0,0,0,1,0
365,0,0.0,0,0,1,0,2,7.75,0,3.367295829986474,2.803360380906535,0,3,46.5,1,1,0,0,1,0
366,0,30.0,0,0,1,1,1,7.25,1,3.4339872044851463,2.110213200346589,0,3,21.75,1,0,0,0,1,0
367,1,0.0,0,0,0,0,2,37.625,1,4.0163830207523885,4.334017415487521,0,1,75.25,0,1,0,0,0,1
368,1,28.0,0,0,1,0,1,7.2292,0,3.367295829986474,2.1076888046179385,0,3,21.6876,0,0,0,0,0,1
369,1,28.0,0,0,1,0,1,7.75,0,3.367295829986474,2.169053700369523,0,3,23.25,0,0,0,1,0,0
370,1,24.0,0,0,0,0,1,69.3,1,3.218875824868201,4.252771798816619,0,1,69.3,0,0,0,0,0,1
371,1,0.0,0,0,0,0,2,27.72085,1,3.258096538021482,4.0332082470129285,0,1,55.4417,1,1,0,0,1,0
372,0,0.0,0,0,1,1,2,3.2479,1,2.9444389791664403,2.014342863683701,0,3,19.4874,1,1,0,0,1,0
373,0,19.0,0,0,1,1,1,8.05,1,2.995732273553991,2.2027647577118348,0,3,24.15,1,0,0,0,1,0
374,0,22.0,0,0,1,0,1,100.2688,1,3.1354942159291497,4.61777836776278,0,1,100.2688,1,0,0,0,1,0
375,0,0.0,0,0,1,1,5,4.215,1,1.3862943611198906,3.094445746490024,1,3,63.225,0,3,0,1,0,0
376,1,0.0,0,0,1,0,2,41.0854,0,3.367295829986474,4.420896324687287,0,1,82.1708,0,1,0,0,0,1
377,1,22.0,0,0,1,1,1,7.25,1,3.1354942159291497,2.110213200346589,0,3,21.75,0,0,0,1,0,0
378,0,0.0,1,0,0,0,3,33.42293333333333,1,3.332204510175204,4.61777836776278,2,1,100.2688,1,0,0,0,1,0
379,0,20.0,0,0,1,0,1,4.0125,1,3.044522437723423,1.6119347926326877,0,3,12.0375,1,0,0,0,1,0
380,0,19.0,0,0,1,1,1,7.775,1,2.995732273553991,2.1719067693519296,0,3,23.325000000000003,1,0,0,0,1,0
381,1,42.0,0,0,1,0,1,100.2688,1,3.7612001156935615,4.61777836776278,0,1,100.2688,0,0,0,1,0,0
382,1,0.0,0,0,1,0,3,5.247233333333333,1,1.252762968495368,2.817902613071225,2,3,47.2251,0,0,0,1,0,0
383,0,32.0,0,0,1,1,1,7.925,1,3.49650756146648,2.188856327665703,0,3,23.775,1,0,0,0,1,0
384,1,0.0,0,0,1,1,2,26.0,1,3.58351893845611,3.970291913552122,0,1,52.0,0,1,0,0,0,1
385,0,28.0,0,0,1,1,1,7.8958,0,3.367295829986474,2.1855792552411137,0,3,23.6874,1,0,0,0,1,0
386,0,18.0,0,0,1,1,1,73.5,1,2.9444389791664403,4.310799125385514,0,2,147.0,1,0,0,0,1,0
387,0,0.0,0,0,1,1,8,5.8625,1,1.252762968495368,3.8691155044168695,2,3,140.7,1,5,1,0,0,0
388,1,36.0,0,0,1,1,1,13.0,1,3.610917912644224,2.639057329615259,0,2,26.0,0,0,0,1,0,0
389,0,28.0,0,0,1,0,1,7.7292,0,3.367295829986474,2.166673727622708,0,3,23.1876,1,0,0,0,1,0
390,1,17.0,0,0,1,0,1,12.0,1,2.8903717578961645,2.5649493574615367,0,2,24.0,0,0,0,1,0,0
391,1,0.0,0,0,0,1,4,25.0672,1,3.610917912644224,4.61777836776278,2,1,100.2688,1,1,0,0,1,0
392,1,21.0,0,0,1,1,1,7.7958,1,3.091042453358316,2.174274334826008,0,3,23.3874,1,0,0,0,1,0
393,0,0.0,0,0,1,1,3,2.6416666666666666,1,3.367295829986474,2.188856327665703,0,3,23.775,1,2,0,0,1,0
394,1,0.0,0,0,0,0,2,50.1344,1,3.1780538303479458,4.61777836776278,0,1,100.2688,0,1,0,1,0,0
395,1,0.0,0,0,0,1,3,5.566666666666666,1,3.218875824868201,2.873564639579784,2,3,50.1,0,0,0,0,0,1
396,0,22.0,0,0,1,1,1,7.7958,1,3.1354942159291497,2.174274334826008,0,3,23.3874,1,0,0,0,1,0
397,0,31.0,0,0,1,1,1,7.8542,1,3.4657359027997265,2.180891922715322,0,3,23.5626,0,0,0,1,0,0
398,0,46.0,0,0,1,1,1,26.0,1,3.8501476017100575,3.295836866004329,0,2,52.0,1,0,0,0,1,0
399,0,23.0,0,0,1,1,1,10.5,1,3.1780538303479458,2.4423470353692043,0,2,21.0,1,0,0,0,0,0
400,1,28.0,0,0,1,1,1,12.65,1,3.367295829986474,2.613739521630969,0,2,25.3,0,0,0,0,0,1
401,1,39.0,0,0,1,1,1,7.925,1,3.688879454113936,2.188856327665703,0,3,23.775,1,0,0,0,1,0
402,0,26.0,0,0,1,1,1,8.05,1,3.295836866004329,2.2027647577118348,0,3,24.15,1,0,0,0,1,0
403,0,0.0,0,0,1,1,2,4.9125,1,3.091042453358316,2.381858273888553,0,3,29.475,0,1,0,1,0,0
404,0,0.0,0,0,1,1,2,7.925,1,3.367295829986474,2.8243506567983707,0,3,47.55,1,1,0,0,1,0
405,0,20.0,0,0,1,1,1,8.6625,1,3.044522437723423,2.2682524139135403,0,3,25.9875,0,0,0,1,0,0
406,0,0.0,0,0,1,1,2,10.5,1,3.555348061489413,3.091042453358316,0,2,42.0,1,1,0,0,1,0
407,0,51.0,0,0,1,1,1,7.75,1,3.951243718581428,2.169053700369523,0,3,23.25,1,0,0,0,1,0
408,1,0.0,0,0,1,1,3,6.25,1,1.3862943611198906,2.9831534913471307,1,2,37.5,1,1,1,0,0,0
409,0,21.0,0,0,1,1,1,7.775,1,3.091042453358316,2.1719067693519296,0,3,23.325000000000003,1,0,0,0,1,0
410,0,0.0,0,0,1,1,5,5.09334,0,3.367295829986474,3.275887339030031,1,3,76.4001,0,3,0,1,0,0
411,0,28.0,0,0,1,1,1,7.8958,0,3.367295829986474,2.1855792552411137,0,3,23.6874,1,0,0,0,1,0
412,0,28.0,0,0,1,0,1,6.8583,0,3.367295829986474,2.061570298060867,0,3,20.5749,1,0,0,0,1,0
413,1,0.0,1,0,0,0,2,45.0,1,3.5263605246161616,4.51085950651685,0,1,90.0,0,1,0,1,0,0
414,0,28.0,0,0,1,1,1,0.0,0,3.367295829986474,0.0,0,2,0.0,1,0,0,0,1,0
415,1,44.0,0,0,1,1,1,7.925,1,3.80666248977032,2.188856327665703,0,3,23.775,1,0,0,0,1,0
416,0,28.0,0,0,1,1,1,8.05,0,3.367295829986474,2.2027647577118348,0,3,24.15,0,0,0,0,0,1
417,1,0.0,0,0,1,1,3,10.833333333333334,1,3.555348061489413,3.5115454388310208,1,2,65.0,0,1,0,0,0,1
418,1,0.0,0,0,1,1,3,4.333333333333333,1,2.9444389791664403,2.639057329615259,2,2,26.0,0,0,0,1,0,0
419,0,30.0,0,0,1,1,1,13.0,1,3.4339872044851463,2.639057329615259,0,2,26.0,1,0,0,0,1,0
420,0,0.0,0,0,1,1,3,8.049999999999999,1,2.3978952727983707,3.224857896545748,2,3,72.44999999999999,0,0,0,1,0,0
421,0,28.0,0,0,1,0,1,7.8958,0,3.367295829986474,2.1855792552411137,0,3,23.6874,1,0,0,0,1,0
422,0,21.0,0,0,1,0,1,7.7333,1,3.091042453358316,2.167143305297764,0,3,23.1999,1,0,0,0,1,0
423,0,29.0,0,0,1,1,1,7.875,1,3.4011973816621555,2.1832383353614797,0,3,23.625,1,0,0,0,1,0
424,0,0.0,0,0,1,1,3,4.8,1,3.367295829986474,2.734367509419584,1,3,43.2,0,1,0,0,0,1
425,0,0.0,0,0,1,1,3,6.7375,1,2.9444389791664403,3.0545906305603445,1,3,60.6375,1,1,0,0,1,0
426,0,28.0,0,0,1,1,1,7.25,0,3.367295829986474,2.110213200346589,0,3,21.75,1,0,0,0,1,0
427,1,0.0,0,0,1,1,2,13.0,1,3.367295829986474,3.295836866004329,0,2,52.0,0,1,0,0,0,1
428,1,19.0,0,0,1,1,1,26.0,1,2.995732273553991,3.295836866004329,0,2,52.0,0,0,0,1,0,0
429,0,28.0,0,0,1,0,1,7.75,0,3.367295829986474,2.169053700369523,0,3,23.25,1,0,0,0,1,0
430,1,32.0,0,0,0,1,1,8.05,1,3.49650756146648,2.2027647577118348,0,3,24.15,1,0,0,0,1,0
431,1,28.0,1,0,0,1,1,26.55,1,3.367295829986474,3.316002535598924,0,1,26.55,1,0,0,0,1,0
432,1,0.0,0,0,1,1,2,8.05,0,3.367295829986474,2.8390784635086144,0,3,48.3,0,1,0,0,0,1
433,1,0.0,0,0,1,1,2,13.0,1,3.7612001156935615,3.295836866004329,0,2,52.0,0,1,0,0,0,1
434,0,17.0,0,0,1,1,1,7.125,1,2.8903717578961645,2.094945728215801,0,3,21.375,1,0,0,0,1,0
435,0,0.0,0,0,0,1,2,27.95,1,3.9318256327243257,4.041295341132285,0,1,55.9,1,1,0,0,1,0
436,1,0.0,0,0,0,1,4,25.0672,1,2.70805020110221,4.61777836776278,2,1,100.2688,0,1,0,1,0,0
437,0,0.0,0,0,1,1,5,6.875,1,3.091042453358316,3.566005355963401,2,3,103.125,0,2,0,1,0,0
438,1,0.0,0,0,1,1,6,3.125,1,3.218875824868201,2.9831534913471307,3,2,37.5,0,2,0,0,0,1
439,0,0.0,1,0,0,1,6,16.711466666666666,1,4.0163830207523885,4.61777836776278,4,1,100.2688,1,1,0,0,1,0
440,0,31.0,0,0,1,1,1,10.5,1,3.4657359027997265,2.4423470353692043,0,2,21.0,1,0,0,0,1,0
441,1,0.0,0,0,1,1,3,8.75,1,3.828641396489095,3.305053521109253,1,2,52.5,0,1,0,0,0,1
442,0,20.0,0,0,1,1,1,9.5,1,3.044522437723423,2.3513752571634776,0,3,28.5,1,0,0,0,1,0
443,0,0.0,0,0,1,1,2,3.8875,1,3.258096538021482,2.1719067693519296,0,3,23.325000000000003,1,1,0,0,1,0
444,1,28.0,0,0,1,1,1,13.0,1,3.367295829986474,2.639057329615259,0,2,26.0,0,0,0,1,0,0
445,1,28.0,0,0,1,1,1,8.1125,0,3.367295829986474,2.2096470973347766,0,3,24.3375,1,0,0,0,1,0
