PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,HasAge,FamilySize,IsAlone,FarePerPerson,LogFare,LogAge,Pclass_x_Fare,Age_x_IsAlone,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown,AgeGroup_Child,AgeGroup_Teen,AgeGroup_Adult,AgeGroup_Senior
133,0,3,47.0,1,0,14.5,1,2,0,7.25,2.740840023925201,3.8712010109078907,43.5,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
134,1,2,29.0,1,0,26.0,1,2,0,13.0,3.295836866004329,3.4011973816621555,52.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
135,0,2,25.0,0,0,13.0,1,1,1,13.0,2.639057329615259,3.258096538021482,26.0,25.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
136,0,2,23.0,0,0,15.0458,1,1,1,15.0458,2.775447133088262,3.1780538303479458,30.0916,23.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
137,1,1,19.0,0,2,26.2833,1,3,0,8.7611,3.3062747934011893,2.995732273553991,26.2833,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
138,0,1,37.0,1,0,53.1,1,2,0,26.55,3.9908341858524357,3.6375861597263857,53.1,0.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
139,0,3,16.0,0,0,9.2167,1,1,1,9.2167,2.3240236363515288,2.833213344056216,27.6501,16.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
140,0,1,24.0,0,0,79.2,1,1,1,79.2,4.384523514872469,3.2188758248682006,79.2,24.0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
141,0,3,28.0,0,2,15.2458,0,3,0,5.081933333333333,2.7878344138303452,3.367295829986474,45.737399999999994,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
142,1,3,22.0,0,0,7.75,1,1,1,7.75,2.169053700369523,3.1354942159291497,23.25,22.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
143,1,3,24.0,1,0,15.85,1,2,0,7.925,2.8243506567983707,3.2188758248682006,47.55,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
144,0,3,19.0,0,0,6.75,1,1,1,6.75,2.0476928433652555,2.995732273553991,20.25,19.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
145,0,2,18.0,0,0,11.5,1,1,1,11.5,2.5257286443082556,2.9444389791664403,23.0,18.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
146,0,2,19.0,1,1,36.75,1,3,0,12.25,3.6309854756950335,2.995732273553991,73.5,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
147,1,3,27.0,0,0,7.7958,1,1,1,7.7958,2.174274334826008,3.332204510175204,23.3874,27.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
148,0,3,9.0,2,2,34.375,1,5,0,6.875,3.5660053559634015,2.302585092994046,103.125,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
149,0,2,36.5,0,2,26.0,1,3,0,8.666666666666666,3.295836866004329,3.624340932976365,52.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
150,0,2,42.0,0,0,13.0,1,1,1,13.0,2.639057329615259,3.7612001156935624,26.0,42.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
151,0,2,51.0,0,0,12.525,1,1,1,12.525,2.6045398247325453,3.9512437185814275,25.05,51.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
152,1,1,22.0,1,0,66.6,1,2,0,33.3,4.213607983048918,3.1354942159291497,66.6,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
153,0,3,54.5,0,0,8.05,1,1,1,8.05,2.2027647577118348,4.0163830207523885,24.150000000000002,54.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
154,0,3,40.5,0,2,14.5,1,3,0,4.833333333333333,2.740840023925201,3.725693427236653,43.5,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
155,0,3,28.0,0,0,7.3125,0,1,1,7.3125,2.1177604059819726,3.367295829986474,21.9375,28.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
156,0,1,51.0,0,1,61.3792,1,2,0,30.6896,4.133231886474144,3.9512437185814275,61.3792,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
157,1,3,16.0,0,0,7.7333,1,1,1,7.7333,2.167143305297764,2.833213344056216,23.1999,16.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
158,0,3,30.0,0,0,8.05,1,1,1,8.05,2.2027647577118348,3.4339872044851463,24.150000000000002,30.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
159,0,3,28.0,0,0,8.6625,0,1,1,8.6625,2.2682524139135403,3.367295829986474,25.987499999999997,28.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
160,0,3,28.0,8,2,69.55,0,11,0,6.322727272727272,4.256321678298823,3.367295829986474,208.64999999999998,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
161,0,3,44.0,0,1,16.1,1,2,0,8.05,2.8390784635086144,3.8066624897703196,48.300000000000004,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
162,1,2,40.0,0,0,15.75,1,1,1,15.75,2.8183982582710754,3.713572066704308,31.5,40.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
163,0,3,26.0,0,0,7.775,1,1,1,7.775,2.1719067693519296,3.295836866004329,23.325000000000003,26.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
164,0,3,17.0,0,0,8.6625,1,1,1,8.6625,2.2682524139135403,2.8903717578961645,25.987499999999997,17.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
165,0,3,2.5,4,1,39.6875,1,6,0,6.614583333333333,3.705920919968788,1.252762968495368,119.0625,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
166,1,3,9.0,0,2,20.525,1,3,0,6.841666666666666,3.0692150503137943,2.302585092994046,61.574999999999996,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
167,1,1,28.0,0,1,55.0,0,2,0,27.5,4.02535169073515,3.367295829986474,55.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
168,0,3,45.0,1,4,27.9,1,6,0,4.6499999999999995,3.3638415951183864,3.828641396489095,83.69999999999999,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
169,0,1,28.0,0,0,25.925,0,1,1,25.925,3.2930552230424524,3.367295829986474,25.925,28.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
170,0,3,28.0,0,0,56.4958,1,1,1,56.4958,4.051711901657239,3.367295829986474,169.4874,28.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
171,0,1,54.5,0,0,33.5,1,1,1,33.5,3.5409593240373143,4.0163830207523885,33.5,54.5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
172,0,3,4.0,4,1,29.125,1,6,0,4.854166666666667,3.405355391810819,1.6094379124341003,87.375,0.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
173,1,3,2.5,1,1,11.1333,1,3,0,3.7111,2.4959537387180646,1.252762968495368,33.3999,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
174,0,3,21.0,0,0,7.925,1,1,1,7.925,2.188856327665703,3.091042453358316,23.775,21.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
175,0,1,54.5,0,0,30.6958,1,1,1,30.6958,3.4561841799918147,4.0163830207523885,30.6958,54.5,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
176,0,3,18.0,1,1,7.8542,1,3,0,2.6180666666666665,2.180891922715322,2.9444389791664403,23.5626,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
177,0,3,28.0,3,1,25.4667,0,5,0,5.0933399999999995,3.275887339030031,3.367295829986474,76.4001,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
178,0,1,50.0,0,0,28.7125,1,1,1,28.7125,3.391567832686312,3.9318256327243257,28.7125,50.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
179,0,2,30.0,0,0,13.0,1,1,1,13.0,2.639057329615259,3.4339872044851463,26.0,30.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
180,0,3,36.0,0,0,0.0,1,1,1,0.0,0.0,3.6109179126442243,0.0,36.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
181,0,3,28.0,8,2,69.55,0,11,0,6.322727272727272,4.256321678298823,3.367295829986474,208.64999999999998,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
182,0,2,28.0,0,0,15.05,0,1,1,15.05,2.775708849576025,3.367295829986474,30.1,28.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
183,0,3,9.0,4,2,31.3875,1,7,0,4.483928571428572,3.4777725458882283,2.302585092994046,94.1625,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
184,1,2,2.5,2,1,39.0,1,4,0,9.75,3.6888794541139363,1.252762968495368,78.0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
185,1,3,4.0,0,2,22.025,1,3,0,7.341666666666666,3.1365805821413706,1.6094379124341003,66.07499999999999,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
186,0,1,28.0,0,0,50.0,0,1,1,50.0,3.9318256327243257,3.367295829986474,50.0,28.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
187,1,3,28.0,1,0,15.5,0,2,0,7.75,2.803360380906535,3.367295829986474,46.5,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
188,1,1,45.0,0,0,26.55,1,1,1,26.55,3.3160025355989236,3.828641396489095,26.55,45.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
189,0,3,40.0,1,1,15.5,1,3,0,5.166666666666667,2.803360380906535,3.713572066704308,46.5,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
190,0,3,36.0,0,0,7.8958,1,1,1,7.8958,2.1855792552411137,3.6109179126442243,23.6874,36.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
191,1,2,32.0,0,0,13.0,1,1,1,13.0,2.639057329615259,3.4965075614664802,26.0,32.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
192,0,2,19.0,0,0,13.0,1,1,1,13.0,2.639057329615259,2.995732273553991,26.0,19.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
193,1,3,19.0,1,0,7.8542,1,2,0,3.9271,2.180891922715322,2.995732273553991,23.5626,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
194,1,2,3.0,1,1,26.0,1,3,0,8.666666666666666,3.295836866004329,1.3862943611198906,52.0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
195,1,1,44.0,0,0,27.7208,1,1,1,27.7208,3.357621598945279,3.8066624897703196,27.7208,44.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
196,1,1,54.5,0,0,100.2688,1,1,1,100.2688,4.61777836776278,4.0163830207523885,100.2688,54.5,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
197,0,3,28.0,0,0,7.75,0,1,1,7.75,2.169053700369523,3.367295829986474,23.25,28.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
198,0,3,42.0,0,1,8.4042,1,2,0,4.2021,2.241156397997397,3.7612001156935624,25.2126,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
199,1,3,28.0,0,0,7.75,0,1,1,7.75,2.169053700369523,3.367295829986474,23.25,28.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
200,0,2,24.0,0,0,13.0,1,1,1,13.0,2.639057329615259,3.2188758248682006,26.0,24.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
201,0,3,28.0,0,0,9.5,1,1,1,9.5,2.3513752571634776,3.367295829986474,28.5,28.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
202,0,3,28.0,8,2,69.55,0,11,0,6.322727272727272,4.256321678298823,3.367295829986474,208.64999999999998,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
203,0,3,34.0,0,0,6.4958,1,1,1,6.4958,2.0143428636837015,3.5553480614894135,19.4874,34.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
204,0,3,45.5,0,0,7.225,1,1,1,7.225,2.1071782966514356,3.839452312593311,21.674999999999997,45.5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
205,1,3,18.0,0,0,8.05,1,1,1,8.05,2.2027647577118348,2.9444389791664403,24.150000000000002,18.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
206,0,3,2.5,0,1,10.4625,1,2,0,5.23125,2.4390808375825834,1.252762968495368,31.387500000000003,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
207,0,3,32.0,1,0,15.85,1,2,0,7.925,2.8243506567983707,3.4965075614664802,47.55,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
208,1,3,26.0,0,0,18.7875,1,1,1,18.7875,2.9850504252071306,3.295836866004329,56.362500000000004,26.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
209,1,3,16.0,0,0,7.75,1,1,1,7.75,2.169053700369523,2.833213344056216,23.25,16.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
210,1,1,40.0,0,0,31.0,1,1,1,31.0,3.4657359027997265,3.713572066704308,31.0,40.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
211,0,3,24.0,0,0,7.05,1,1,1,7.05,2.085672091430472,3.2188758248682006,21.15,24.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
212,1,2,35.0,0,0,21.0,1,1,1,21.0,3.091042453358316,3.58351893845611,42.0,35.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
213,0,3,22.0,0,0,7.25,1,1,1,7.25,2.1102132003465894,3.1354942159291497,21.75,22.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
214,0,2,30.0,0,0,13.0,1,1,1,13.0,2.639057329615259,3.4339872044851463,26.0,30.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
215,0,3,28.0,1,0,7.75,0,2,0,3.875,2.169053700369523,3.367295829986474,23.25,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
216,1,1,31.0,1,0,100.2688,1,2,0,50.1344,4.61777836776278,3.4657359027997265,100.2688,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
217,1,3,27.0,0,0,7.925,1,1,1,7.925,2.188856327665703,3.332204510175204,23.775,27.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
218,0,2,42.0,1,0,27.0,1,2,0,13.5,3.332204510175204,3.7612001156935624,54.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
219,1,1,32.0,0,0,76.2917,1,1,1,76.2917,4.347586575960343,3.4965075614664802,76.2917,32.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
220,0,2,30.0,0,0,10.5,1,1,1,10.5,2.4423470353692043,3.4339872044851463,21.0,30.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
221,1,3,16.0,0,0,8.05,1,1,1,8.05,2.2027647577118348,2.833213344056216,24.150000000000002,16.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
222,0,2,27.0,0,0,13.0,1,1,1,13.0,2.639057329615259,3.332204510175204,26.0,27.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
223,0,3,51.0,0,0,8.05,1,1,1,8.05,2.2027647577118348,3.9512437185814275,24.150000000000002,51.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
224,0,3,28.0,0,0,7.8958,0,1,1,7.8958,2.1855792552411137,3.367295829986474,23.6874,28.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
225,1,1,38.0,1,0,90.0,1,2,0,45.0,4.51085950651685,3.6635616461296463,90.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
226,0,3,22.0,0,0,9.35,1,1,1,9.35,2.336986519711378,3.1354942159291497,28.049999999999997,22.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
227,1,2,19.0,0,0,10.5,1,1,1,10.5,2.4423470353692043,2.995732273553991,21.0,19.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
228,0,3,20.5,0,0,7.25,1,1,1,7.25,2.1102132003465894,3.068052935133617,21.75,20.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
229,0,2,18.0,0,0,13.0,1,1,1,13.0,2.639057329615259,2.9444389791664403,26.0,18.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
230,0,3,28.0,3,1,25.4667,0,5,0,5.0933399999999995,3.275887339030031,3.367295829986474,76.4001,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
231,1,1,35.0,1,0,83.475,1,2,0,41.7375,4.436455632600354,3.58351893845611,83.475,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
232,0,3,29.0,0,0,7.775,1,1,1,7.775,2.1719067693519296,3.4011973816621555,23.325000000000003,29.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
233,0,2,54.5,0,0,13.5,1,1,1,13.5,2.6741486494265287,4.0163830207523885,27.0,54.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
234,1,3,5.0,4,2,31.3875,1,7,0,4.483928571428572,3.4777725458882283,1.791759469228055,94.1625,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
235,0,2,24.0,0,0,10.5,1,1,1,10.5,2.4423470353692043,3.2188758248682006,21.0,24.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
236,0,3,28.0,0,0,7.55,0,1,1,7.55,2.145931282948669,3.367295829986474,22.65,28.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
237,0,2,44.0,1,0,26.0,1,2,0,13.0,3.295836866004329,3.8066624897703196,52.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
238,1,2,8.0,0,2,26.25,1,3,0,8.75,3.305053521109253,2.1972245773362196,52.5,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
239,0,2,19.0,0,0,10.5,1,1,1,10.5,2.4423470353692043,2.995732273553991,21.0,19.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
240,0,2,33.0,0,0,12.275,1,1,1,12.275,2.5858825671280026,3.5263605246161616,24.55,33.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
241,0,3,28.0,1,0,14.4542,0,2,0,7.2271,2.737880811060884,3.367295829986474,43.3626,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
242,1,3,28.0,1,0,15.5,0,2,0,7.75,2.803360380906535,3.367295829986474,46.5,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
243,0,2,29.0,0,0,10.5,1,1,1,10.5,2.4423470353692043,3.4011973816621555,21.0,29.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
244,0,3,22.0,0,0,7.125,1,1,1,7.125,2.094945728215801,3.1354942159291497,21.375,22.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
245,0,3,30.0,0,0,7.225,1,1,1,7.225,2.1071782966514356,3.4339872044851463,21.674999999999997,30.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
246,0,1,44.0,2,0,90.0,1,3,0,30.0,4.51085950651685,3.8066624897703196,90.0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
247,0,3,25.0,0,0,7.775,1,1,1,7.775,2.1719067693519296,3.258096538021482,23.325000000000003,25.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
248,1,2,24.0,0,2,14.5,1,3,0,4.833333333333333,2.740840023925201,3.2188758248682006,29.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
249,1,1,37.0,1,1,52.5542,1,3,0,17.518066666666666,3.9806942251907276,3.6375861597263857,52.5542,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
250,0,2,54.0,1,0,26.0,1,2,0,13.0,3.295836866004329,4.007333185232471,52.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
251,0,3,28.0,0,0,7.25,0,1,1,7.25,2.1102132003465894,3.367295829986474,21.75,28.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
252,0,3,29.0,1,1,10.4625,1,3,0,3.4875000000000003,2.4390808375825834,3.4011973816621555,31.387500000000003,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
253,0,1,54.5,0,0,26.55,1,1,1,26.55,3.3160025355989236,4.0163830207523885,26.55,54.5,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
254,0,3,30.0,1,0,16.1,1,2,0,8.05,2.8390784635086144,3.4339872044851463,48.300000000000004,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
255,0,3,41.0,0,2,20.2125,1,3,0,6.7375,3.0545906305603445,3.7376696182833684,60.637499999999996,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
256,1,3,29.0,0,2,15.2458,1,3,0,5.081933333333333,2.7878344138303452,3.4011973816621555,45.737399999999994,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
257,1,1,28.0,0,0,79.2,0,1,1,79.2,4.384523514872469,3.367295829986474,79.2,28.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
258,1,1,30.0,0,0,86.5,1,1,1,86.5,4.471638793363569,3.4339872044851463,86.5,30.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
259,1,1,35.0,0,0,100.2688,1,1,1,100.2688,4.61777836776278,3.58351893845611,100.2688,35.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
260,1,2,50.0,0,1,26.0,1,2,0,13.0,3.295836866004329,3.9318256327243257,52.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
261,0,3,28.0,0,0,7.75,0,1,1,7.75,2.169053700369523,3.367295829986474,23.25,28.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
262,1,3,3.0,4,2,31.3875,1,7,0,4.483928571428572,3.4777725458882283,1.3862943611198906,94.1625,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
263,0,1,52.0,1,1,79.65,1,3,0,26.55,4.390118804571218,3.970291913552122,79.65,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
264,0,1,40.0,0,0,0.0,1,1,1,0.0,0.0,3.713572066704308,0.0,40.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
265,0,3,28.0,0,0,7.75,0,1,1,7.75,2.169053700369523,3.367295829986474,23.25,28.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
266,0,2,36.0,0,0,10.5,1,1,1,10.5,2.4423470353692043,3.6109179126442243,21.0,36.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
267,0,3,16.0,4,1,39.6875,1,6,0,6.614583333333333,3.705920919968788,2.833213344056216,119.0625,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
